time,state,car_sales,car_sales2,,,,,,,,,,,,,,,,,,,,
1-Jun-10,ACT,49 498,1666,,,,,,,,,,,,,,,,,,,,
1-Jul-10,NSW,50 498,25050,,,,,,,,,,,,,,,,,,,,
1-Jul-10,VIC,51 498,22499,,,,,,,,,,,August,25 287,22 312,15 966,5 233,9 753,1 407,819,1 345,82 122
1-Jul-10,QLD,52 498,16516,,,,,,,,,,,September,26 079,22 511,16 939,5 548,10 121,1 715,785,1 356,85 054
1-Jul-10,SA,53 498,5208,,,,,,,,,,,October,24 451,22 847,15 904,4 974,9 244,1 477,717,1 311,80 925
1-Jul-10,WA,54 498,9572,,,,,,,,,,,November,27 422,23 491,17 025,5 651,9 738,1 902,809,1 304,87 342
1-Jul-10,TAS,55 498,1292,,,,,,,,,,,December,27 195,23 873,16 422,5 636,9 238,2 181,714,1 328,86 587
1-Jul-10,NT,56 498,881,,,,,,,,,,,,,,,,,,,,
1-Jul-10,ACT,57 498,1358,,,,,,,,,,,,,,,,,,,,
1-Aug-10,NSW,58 498,25287,,,,,,,,,,,,,,,,,,,,
1-Aug-10,VIC,59 498,22312,,,,,,,,,,,,,,,,,,,,
1-Aug-10,QLD,60 498,15966,,,,,,,,,,,,,,,,,,,,
1-Aug-10,SA,61 498,5233,,,,,,,,,,,,,,,,,,,,
1-Aug-10,WA,62 498,9753,,,,,,,,,,,,,,,,,,,,
1-Aug-10,TAS,63 498,1407,,,,,,,,,,,,,,,,,,,,
1-Aug-10,NT,64 498,819,,,,,,,,,,,,,,,,,,,,
1-Aug-10,ACT,65 498,1345,,,,,,,,,,,,,,,,,,,,
1-Sep-10,NSW,66 498,26079,,,,,,,,,,,,,,,,,,,,
1-Sep-10,VIC,67 498,22511,,,,,,,,,,,,,,,,,,,,
1-Sep-10,QLD,68 498,16939,,,,,,,,,,,,,,,,,,,,
1-Sep-10,SA,69 498,5548,,,,,,,,,,,,,,,,,,,,
1-Sep-10,WA,70 498,10121,,,,,,,,,,,,,,,,,,,,
1-Sep-10,TAS,71 498,1715,,,,,,,,,,,,,,,,,,,,
1-Sep-10,NT,72 498,785,,,,,,,,,,,,,,,,,,,,
1-Sep-10,ACT,73 498,1356,,,,,,,,,,,,,,,,,,,,
1-Oct-10,NSW,74 498,24451,,,,,,,,,,,,,,,,,,,,
1-Oct-10,VIC,75 498,22847,,,,,,,,,,,,,,,,,,,,
1-Oct-10,QLD,76 498,15904,,,,,,,,,,,,,,,,,,,,
1-Oct-10,SA,77 498,4974,,,,,,,,,,,,,,,,,,,,
1-Oct-10,WA,78 498,9244,,,,,,,,,,,,,,,,,,,,
1-Oct-10,TAS,79 498,1477,,,,,,,,,,,,,,,,,,,,
1-Oct-10,NT,80 498,717,,,,,,,,,,,,,,,,,,,,
1-Oct-10,ACT,81 498,1311,,,,,,,,,,,,,,,,,,,,
1-Nov-10,NSW,82 498,27422,,,,,,,,,,,,,,,,,,,,
1-Nov-10,VIC,83 498,23491,,,,,,,,,,,,,,,,,,,,
1-Nov-10,QLD,84 498,17025,,,,,,,,,,,,,,,,,,,,
1-Nov-10,SA,85 498,5651,,,,,,,,,,,,,,,,,,,,
1-Nov-10,WA,86 498,9738,,,,,,,,,,,,,,,,,,,,
1-Nov-10,TAS,87 498,1902,,,,,,,,,,,,,,,,,,,,
1-Nov-10,NT,88 498,809,,,,,,,,,,,,,,,,,,,,
1-Nov-10,ACT,89 498,1304,,,,,,,,,,,,,,,,,,,,
1-Dec-10,NSW,90 498,27195,,,,,,,,,,,,,,,,,,,,
1-Dec-10,VIC,91 498,23873,,,,,,,,,,,,,,,,,,,,
1-Dec-10,QLD,92 498,16422,,,,,,,,,,,,,,,,,,,,
1-Dec-10,SA,93 498,5636,,,,,,,,,,,,,,,,,,,,
1-Dec-10,WA,94 498,9238,,,,,,,,,,,,,,,,,,,,
1-Dec-10,TAS,95 498,2181,,,,,,,,,,,,,,,,,,,,
1-Dec-10,NT,96 498,714,,,,,,,,,,,,,,,,,,,,
1-Dec-10,ACT,97 498,1328,,,,,,,,,,,,,,,,,,,,
